"throughfall.mm" "gross.prec.mm" "obs.date" "period" "funnel.id" "funnel.X.m" "funnel.Y.m" "canopy" "abs.distance" "rel.distance" "tree.id" "tree.X.m" "tree.Y.m" "species" "tree.height.m" "tree.dbh.cm" "crown.radius.m" "crown.beginning.m"
"383" 0.05 1 "2006-05-23" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"384" 0.3 2.02 "2006-08-01" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"385" 1.4 5 "2006-08-28" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"386" 0.6 2 "2006-05-31" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"387" 1 2.8 "2006-05-19" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"388" 0.8 1.66 "2006-07-30" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"389" 0.8 1.64 "2006-07-21" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3810" 2.8 5.35 "2006-05-22" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3811" 4.2 8 "2006-08-23" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3812" 2 3.8 "2006-06-01" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3813" 0.8 1.5 "2006-08-21" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3814" 1.2 2.2 "2006-08-04" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3815" 10 17.4 "2006-08-30" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3816" 5 8.62 "2006-05-17" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3817" 14 23.5 "2006-05-28" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3818" 2.2 3.66 "2006-06-04" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3819" 1.4 2.3 "2006-07-24" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3820" 2.4 3.8 "2006-07-08" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3821" 5.25 7.45 "2006-06-20" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3822" 11.5 15.3 "2006-06-21" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3823" 8 10.6 "2006-07-09" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3824" 8.5 11 "2006-05-30" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3825" 40 49 "2006-08-06" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"3826" 15 17.3 "2006-08-07" "leafed" 138 48.4171458641671 41.1464021412462 "beech" 5.272 0.913374913374913 59 43.1451458641671 41.1464023690235 "beech" 35 54.4 5.772 15.8
"391" 0 1 "2006-05-23" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"392" 0 1.2 "2006-07-23" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"393" 0 0.8 "2006-08-25" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"394" 0.05 2.02 "2006-08-01" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"395" 0.2 1.66 "2006-07-30" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"396" 0.3 1.64 "2006-07-21" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"397" 0.4 2 "2006-05-31" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"398" 1.2 5 "2006-08-28" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"399" 0.7 2.2 "2006-08-04" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3910" 1 2.8 "2006-05-19" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3911" 0.6 1.5 "2006-08-21" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3912" 1.2 2.3 "2006-07-24" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3913" 2.8 5.35 "2006-05-22" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3914" 2 3.8 "2006-06-01" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3915" 2 3.8 "2006-07-08" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3916" 2 3.66 "2006-06-04" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3917" 10 17.4 "2006-08-30" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3918" 5 8.62 "2006-05-17" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3919" 5 8 "2006-08-23" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3920" 7 11 "2006-05-30" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3921" 15 23.5 "2006-05-28" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3922" 10 15.3 "2006-06-21" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3923" 13 17.3 "2006-08-07" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3924" 8.5 10.6 "2006-07-09" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3925" 6 7.45 "2006-06-20" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"3926" 41 49 "2006-08-06" "leafed" 139 54.4489999345703 30.4906095105134 "beech" 0.4315 0.123940830101968 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"40" 0 1 "2006-05-23" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"401" 0 0.8 "2006-08-25" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"402" 0.1 1.2 "2006-07-23" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"403" 0.2 2.02 "2006-08-01" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"404" 0.4 2 "2006-05-31" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"405" 1.2 5 "2006-08-28" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"406" 0.4 1.66 "2006-07-30" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"407" 0.4 1.5 "2006-08-21" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"408" 1 2.8 "2006-05-19" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"409" 0.6 1.64 "2006-07-21" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4010" 1 2.3 "2006-07-24" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4011" 1.2 2.2 "2006-08-04" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4012" 4.4 8 "2006-08-23" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4013" 3 5.35 "2006-05-22" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4014" 2.2 3.8 "2006-06-01" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4015" 2.2 3.8 "2006-07-08" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4016" 2.2 3.66 "2006-06-04" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4017" 10.5 17.4 "2006-08-30" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4018" 5.75 8.62 "2006-05-17" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4019" 11 15.3 "2006-06-21" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4020" 17 23.5 "2006-05-28" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4021" 8.5 11 "2006-05-30" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4022" 6 7.45 "2006-06-20" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4023" 15.5 17.3 "2006-08-07" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4024" 44 49 "2006-08-06" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4025" 10.25 10.6 "2006-07-09" "leafed" 140 54.9652187396733 31.2278463417 "beech" 1.3315 0.382450093350567 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4110" 0 1 "2006-05-23" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4111" 0 0.8 "2006-08-25" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4112" 1.2 5 "2006-08-28" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4113" 0.6 2 "2006-05-31" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4114" 0.5 1.5 "2006-08-21" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4115" 0.4 1.2 "2006-07-23" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4116" 1.1 2.8 "2006-05-19" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4117" 0.8 2.02 "2006-08-01" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4118" 0.8 1.64 "2006-07-21" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4119" 1.2 2.3 "2006-07-24" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4120" 2.8 5.35 "2006-05-22" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4121" 4.2 8 "2006-08-23" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4122" 2.2 3.8 "2006-07-08" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4123" 1 1.66 "2006-07-30" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4124" 10.5 17.4 "2006-08-30" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4125" 2.6 3.8 "2006-06-01" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4126" 11 15.3 "2006-06-21" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4127" 1.6 2.2 "2006-08-04" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4128" 6.5 8.62 "2006-05-17" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4129" 2.8 3.66 "2006-06-04" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4130" 5.75 7.45 "2006-06-20" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4131" 19 23.5 "2006-05-28" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4132" 15.5 17.3 "2006-08-07" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4133" 10.25 11 "2006-05-30" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4134" 46 49 "2006-08-06" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"4135" 10 10.6 "2006-07-09" "leafed" 141 55.7969045923392 32.415616791945 "beech" 2.7815 0.798937239695534 45 54.201501696346 30.1371454075611 "beech" 32.4 36.3 3.4815 18.3
"427" 0 0.8 "2006-08-25" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"428" 0.8 5 "2006-08-28" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"429" 0.2 1.2 "2006-07-23" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4210" 0.2 1 "2006-05-23" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4211" 0.5 2.02 "2006-08-01" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4212" 0.4 1.5 "2006-08-21" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4213" 0.5 1.64 "2006-07-21" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4214" 1.2 2.8 "2006-05-19" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4215" 1 2.3 "2006-07-24" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4216" 1.8 3.8 "2006-07-08" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4217" 1 2 "2006-05-31" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4218" 2.8 5.35 "2006-05-22" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4219" 0.9 1.66 "2006-07-30" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4220" 10 17.4 "2006-08-30" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4221" 4.6 8 "2006-08-23" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4222" 10 15.3 "2006-06-21" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4223" 7 10.6 "2006-07-09" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4224" 5 7.45 "2006-06-20" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4225" 1.5 2.2 "2006-08-04" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4226" 17 23.5 "2006-05-28" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4227" 7 8.62 "2006-05-17" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4228" 3 3.66 "2006-06-04" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4229" 3.2 3.8 "2006-06-01" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4230" 16 17.3 "2006-08-07" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4231" 47 49 "2006-08-06" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4232" 10.75 11 "2006-05-30" "leafed" 142 56.819196583888 33.6983458622003 "beech" 1.406 0.401026811180833 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"431" 0 1.2 "2006-07-23" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"432" 0 0.8 "2006-08-25" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"433" 0.4 5 "2006-08-28" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"434" 0.3 1.5 "2006-08-21" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"435" 0.4 1.66 "2006-07-30" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"436" 0.4 1.64 "2006-07-21" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"437" 0.5 2.02 "2006-08-01" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"438" 1.4 3.8 "2006-07-08" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"439" 2.8 7.45 "2006-06-20" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4310" 0.4 1 "2006-05-23" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
"4311" 4.75 10.6 "2006-07-09" "leafed" 143 57.4501307568753 34.5994130457981 "beech" 0.306 0.0872789503707929 44 57.6256451722699 34.8500735532353 "beech" 23.2 21.2 3.506 11.5
